tid,title,imdbRating,ratingCount,duration,year,nrOfWins,nrOfNominations,nrOfUserReviews
108238,The Art of Loving,5.7,28372,6120,1993,0,0,78
1817038,Asoka,,,3720,2011,0,0,0
89092,"Bon Cop, Bad Cop",6.9,27645,6480,1985,2,6,111
1289406,"Les Bleus - Une autre histoire de France, 1996-2016",7.3,62172,6180,2009,1,3,207
3157088,Namour,,,3720,2013,0,0,0
277027,Notes on Blindness,7.6,100503,7920,2001,8,9,421
2140373,One 2 Ka 4,7.7,45013,7500,2013,9,45,196
370926,Ottaal,7.2,269,5640,1997,0,0,4
2431286,Sunrise,7.7,26818,5880,2013,20,39,144
2021932,Marvel & ESPN Films Present: 1 of 1: Genesis,7.4,116,5400,2011,0,0,0
1637688,Oscar's Oasis,6.6,215143,6540,2011,0,0,429
1954347,12 ROUND GUN,7.9,29729,2700,2012,7,16,120
364343,A Love Story,6.2,22224,5700,2004,1,3,129
2051879,Barcelona: A Love Untold,6.5,28725,5400,2013,0,0,192
2184339,Everything About Her,5.5,67643,5100,2013,0,0,428
1160996,Finally Found Someone,5.3,21527,5700,2013,1,2,98
67065,Seven Sundays,6.2,16213,5880,1971,0,0,79
50086,Steel Rain,7.6,12191,5520,1957,2,1,103
3549338,Angry Indian Goddesses,7.6,21,1800,2014,0,0,0
1229340,Cheer Squad,6.8,45976,7140,2013,1,6,219
2179116,Jim Norton: Mouthful of Shame,7.2,29415,5700,2013,3,4,64
75029,Ken Burns: The West,7.9,40072,8100,1976,1,0,172
1727388,More to Say,7.4,63849,6180,2013,3,19,167
1862079,The Land of Hypocrisy,7.1,70752,5160,2012,5,10,199
1570728,Triple Frontier,crazy stupid love,http://www.imdb.com/title/tt1570728/,7.5,276637,2011,video.movie,83
1499658,Children of the Whales,6.9,257383,5880,2011,2,7,352
430922,Ricky Gervais: Humanity,6.9,164117,5940,2008,0,0,160
359950,Stretch Armstrong: The Breakout,7.5,80326,6840,2013,3,7,297
69641,A Man Called God,7.2,754,3600,1973,0,0,15
1393746,Cain and Abel,7.6,5909,8100,2010,15,24,39
61770,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,7.4,6379,6660,1967,1,2,82
2137742,Kygo: Live at the Hollywood Bowl,8.1,81,3600,2011,0,0,0
404390,Troy: The Odyssey,7.5,78275,7320,2006,0,0,411
1210042,Eugenie Nights,6.7,46036,7920,2009,1,10,129
120784,This Evening,7.1,93445,6000,1999,2,2,379
1723121,Bad Match,7.1,174177,6600,2013,1,10,228
1990314,Bitch,7.1,37150,5340,2012,2,5,73
1606392,Netflix Presents: The Characters,7.2,40954,6360,2011,2,11,99
1756750,Nails,7.3,9780,6540,2011,9,14,17
1244668,"Septiembre, un llanto en silencio",7.3,22822,5940,2009,3,9,22
1064932,100 Meters,7.1,22717,6360,2008,0,0,44
2768640,Bana Masal Anlatma,,,,2012,0,0,0
2347569,Berlin Kaplani,7.5,20887,5160,2012,2,16,99
2390361,Buddy Thunderstruck,7.2,23038,5580,2013,2,17,101
3363044,Burning Sands,,,3720,2013,0,0,0
2404461,??arsi Pazar,8.1,17579,7800,2013,7,20,55
99729,??ok Filim Hareketler Bunlar,8.3,4232,7200,1990,5,1,3
1068646,Dedemin Fisi,7.6,24625,7680,2008,11,16,81
1032846,Deliha,http://www.imdb.com/title/tt1032846/,7.9,38228,6780,video.movie,33,32
1827512,D?™???™n Dernek,7.3,15253,5220,2011,7,13,56
2143115,D?™g?™n Dernek 2: S?™nnet,,,1620,2011,0,0,0
1907668,Eyyvah Eyyvah,7.3,193593,8280,2012,11,31,430
2984270,Eyyvah Eyyvah 2,,,3720,2013,0,0,0
446059,Eyyvah Eyyvah 3,7.7,52066,6240,2006,5,10,198
92675,G.O.R.A,6.7,43212,5520,1988,0,0,188
3155540,Hayat ??p?™c?™g?™,,,14400,2013,0,0,0
529903,Hokkabaz,7.8,371,2580,2006,0,0,1
2334649,H?™k?™met Kadin,7.5,25654,5100,2013,29,29,116
1935179,H?™k?™met Kadin 2,7.5,71280,7800,2012,13,15,199
2370248,Incir Receli 2,8.1,14109,5760,2013,21,29,58
3474972,Kara Bela,,,3720,2014,0,0,0
457655,Kocan Kadar Konus,7.8,19088,7200,2006,10,16,86
3262722,Kocan Kadar Konus 2: Dirilis,7.2,372,,2014,0,0,4
69281,Kurtulus Son Durak,8.1,32264,8280,1972,5,7,129
42593,Mucize,8,12807,5640,1950,1,0,122
684919,Niyazi G?™l D??rtnala,7.3,41,3600,1982,0,0,1
132245,One More Time,4.4,30330,6960,2001,1,7,342
61955,Patron Mutlu Son Istiyor,7.3,5157,6420,1968,1,1,38
50631,Refugee,6.7,1579,6840,1957,7,5,30
38057,Romantik Komedi,7.9,7504,6180,1945,0,0,104
42792,Romantik Komedi 2: Bekarl?§??a Veda,7.5,2289,6360,1950,1,1,49
43338,Sadece Sen,8.2,14054,6660,1951,3,2,128
45877,Sen Kimsin?,7,2997,4260,1953,1,0,59
41786,The Boss's Daughter,7.3,2229,4920,1949,0,0,35
43090,The Butterfly's Dream,6.9,1343,4860,1950,0,0,31
49949,Vizontele,7.1,2870,6000,1956,0,0,57
33107,Vizontele Tuuba,6.9,1958,3840,1940,0,0,62
41487,"2,215",7.5,1413,6060,1949,1,0,40
47880,An Interview with God,6.9,1941,6660,1955,1,1,46
39041,BNK48: Girls Don't Cry,7.5,1339,6240,1946,0,0,42
3400210,Budapest,,,4200,2014,0,0,0
394587,Christmas in the Smokies,http://www.imdb.com/title/tt0394587/,,,,video.episode,0,0
39694,Cricket Fever: Mumbai Indians,6.6,6230,7500,1947,0,0,78
655400,"Crouching Tiger, Hidden Dragon",7.9,157,5820,1999,0,0,1
19585,Dead in a Week (Or Your Money Back),8.3,3860,5700,1928,1,0,40
18471,Doomsday Preppers,8.3,1104,6180,1926,0,0,25
18578,Haunting on Fraternity Row,7.9,5773,8640,1927,3,0,55
101984,Hulk Vs.,6.5,5298,6300,1991,2,2,27
41154,Junebug,8,6508,6480,1949,5,0,52
47445,Kilo Two Bravo,8.2,7920,7440,1954,1,1,39
58888,Layer Cake,8.2,9015,11100,1965,10,1,56
15064,Losers,8,7090,6060,1924,0,0,49
52572,Northern Rescue,7.8,5220,6300,1959,4,0,30
53390,Pants on Fire,7.8,3816,7140,1959,0,0,26
48473,Paranormal Investigation,8.1,9832,7140,1955,8,1,75
1094599,Radio Rebel,5.8,8,,2007,0,0,0
41716,Room for Rent,7.7,9939,5880,1949,1,2,85
27125,Sarvam Thaala Mayam (Tamil Version),7.9,10824,6060,1935,1,2,91
26778,The Boy Who Harnessed the Wind,8.1,20969,5760,1935,1,0,131
28333,The Christmas Project,7.8,7176,6180,1936,1,3,67
37514,The Incredible Story of the Giant Pear,7.2,4809,7140,1945,0,4,59
48140,The Last Runway,7.3,9604,9000,1955,2,3,124
427327,The Spiderwick Chronicles,6.9,77236,7020,2007,13,19,386
22074,ThirTEEN Terrors,8,2168,5580,1931,0,0,27
29546,Tyson,7.6,3974,6540,1937,0,3,44
51658,Wet Hot American Summer,6.9,11409,6900,1958,16,5,107
50419,Winter's Bone,7.1,13427,6180,1957,3,5,118
25164,Your Son,7.6,4229,6420,1934,0,5,43
42276,21 Thunder,7.7,6069,6180,1950,4,9,65
41090,2307: Winter's Dream,7.6,13337,6060,1949,1,3,92
24609,Adel Karam: Live from Beirut,6.2,149,5100,1933,0,0,7
50105,Ai Weiwei: Never Sorry,7.6,17640,7140,1957,1,2,152
276751,Aitraaz,7.1,118762,6060,2002,11,20,384
933892,Bachelor Girls,6.9,7,1500,2002,0,0,0
20960,Balu Mahi,7.9,3144,7620,1930,0,0,49
59309,Battle Drone,7.4,5062,9900,1965,1,0,103
45659,Boom,7.7,2552,7560,1953,0,3,49
54749,Company,7.9,4735,6000,1960,11,2,32
114279,Darr Sabko Lagta Hai,7.5,10247,6240,1995,6,9,80
38235,Deathgrip,7.4,2367,7020,1945,1,0,66
447372,Dil Se,7.2,92,3540,1982,0,0,1
439,Dum,7.4,7877,660,1903,1,0,68
1948,Elles ??taient en guerre 1939-1945,,,,1911,0,0,0
9150,Grand Masti,6.9,561,7020,1918,0,0,10
57503,Guru,7.5,764,5460,1963,0,0,6
57523,Hamara Dil Aapke Paas Hai,7,1456,5940,1963,0,0,25
57565,Hans Zimmer: Live in Prague,8.3,13993,8580,1963,3,3,72
57693,Haseena Maan Jaayegi,6.8,3269,4740,1963,0,0,55
57715,Hide & Seek,7.3,676,5160,1963,0,0,5
57729,Inconceivable,8.1,5176,1800,1966,0,0,48
57751,Insan,7.5,6194,1800,1967,4,2,74
21148,Iqbal,7.5,954,4140,1930,0,0,12
57765,Ishqedarriyaan,7.9,1710,3000,1968,1,22,23
57790,Issaq,7.9,1807,3000,1966,0,0,33
57798,Judwaa 2,7.3,1356,3120,1968,0,8,27
57840,Kaakan,7.4,2950,6900,1964,2,2,59
57952,Kalki,6.2,1287,8100,1964,0,2,12
58003,Kanika,7.7,6581,7020,1964,5,2,33
58060,Khalnayak,5.9,1009,6240,1964,0,0,14
58085,Khushi,6.7,5074,11280,1964,1,0,89
58100,Kyun! Ho Gaya Na,6.7,2818,6180,1964,0,0,52
58249,LA 92,7.6,4837,6060,1964,1,1,32
58279,Laal Rang,8,7968,10980,1964,5,1,67
58331,Love Beats Rhymes,7.8,76881,8340,1964,15,12,223
58385,Mahi Way,7.9,52814,10200,1964,17,10,243
58404,Monster High 13 Wishes,7.8,7178,6720,1964,2,12,74
58450,Monster High: Ghouls Rule,7.8,11965,5460,1964,5,2,121
21294,No Entry,7.6,404,3900,1930,0,0,4
58453,Pardes,6.4,4310,6600,1964,0,0,65
58536,Pitaah,http://www.imdb.com/title/tt0058536/,8.1,11920,2820,video.movie,0,6
58567,Pukar,7.4,3563,5280,1964,0,0,59
58604,Rahasya,7.8,4853,8460,1964,2,1,53
58625,Run,8.3,8532,7380,1964,9,1,59
58751,Samarppanam,6.6,1609,5640,1964,3,0,5
58796,Schubert In Love,5.2,3718,3600,1965,175,314,87
21304,Shakti: The Power,6,79,4440,1930,0,0,7
58806,Shanghai,7,471,1800,1966,0,0,14
58812,Shararat,8,4060,1500,1971,0,11,59
58886,Shaurya: It Takes Courage to Make Right... Right,7.2,3750,8280,1965,3,3,55
58898,Shubh Aarambh,7.3,13093,5940,1965,1,0,104
58947,Shuddhi,6.8,8726,10020,1965,0,0,120
58997,Solo,7.3,3862,6420,1965,0,1,74
59043,Something Huge,7.6,5692,7140,1965,6,6,61
59045,Super Nani,5.7,521,5100,1966,0,0,9
59229,Swades,7.6,6907,8220,1965,11,2,50
59245,Swearnet Live,6.5,5209,13500,1965,1,0,92
59263,Taal,6.4,4115,6480,1965,0,0,44
59269,Tarif de nuit,6.8,1131,6180,1965,0,0,27
21413,Teen Patti,7.5,176,4140,1930,0,0,13
59358,The Pirates of Somalia,7.6,2610,8040,1965,0,1,33
59399,The Plan,6.9,2209,9240,1965,0,0,31
59418,The Shaukeens,6.8,4339,7380,1965,0,0,65
59527,The Silence,7.9,5345,7680,1965,7,3,41
59538,The Silence,5.8,717,5400,1965,0,0,4
59575,Tope: The Bait,7.9,4635,6960,1964,9,5,69
59592,Trailer Park Boys Live at the North Pole,7.8,13629,6600,1965,1,1,66
59646,Trailer Park Boys Live In F**kin' Dublin,7.8,26740,6300,1965,4,1,179
21482,Trailer Park Boys: Say Goodnight to the Bad Guys,7.1,19,3900,1930,1,0,1
59693,Trailer Park Boys: Xmas Special,4.4,48,5040,1964,0,0,2
59712,Trimurti,7.2,3157,8940,1965,3,13,59
59719,True to the Game,8,4965,2700,1965,2,1,59
59742,Tu Hai Mera Sunday,http://www.imdb.com/title/tt0059742/,8,110848,10440,video.movie,12,1072
59749,Welcome 2 Karachi,http://www.imdb.com/title/tt0059749/,7.7,7762,6720,video.movie,10,65
59903,Y.M.I.: Yeh Mera India,http://www.imdb.com/title/tt0059903/,6.3,6715,6480,video.movie,0,38
59942,Yaadein,7.5,589,5220,1965,0,0,8
21493,Yuva,5.5,150,4140,1930,0,0,10
59968,9 Months That Made You,7.4,8435,1800,1968,3,2,69
59978,Beak & Brain: Genius Birds From Down Under,8.1,2144,1800,1971,0,1,53
59995,Beary Tales,6.4,303,1800,1982,12,13,8
60143,Chandani: The Daughter of the Elephant Whisperer,http://www.imdb.com/title/tt0060143/,6.3,766,5580,video.movie,0,0
60161,Earth's Natural Wonders,8.3,1950,5640,1966,0,0,11
60176,Forces of Nature,7.7,32680,6660,1966,9,4,234
60177,India: Nature's Wonderland,7.1,4316,9360,1966,0,4,76
21549,Islands of the Future,8,754,5580,1930,0,0,21
60261,Koko: The Gorilla Who Talks,6.8,688,5400,1967,0,0,19
60304,Love Is in the Air,http://www.imdb.com/title/tt0060304/,7,3571,5220,video.movie,0,0
60345,My Honor Was Loyalty,8.5,26087,1560,1966,1,0,98
60474,NATURE: Natural Born Hustlers,8.1,8190,7920,1966,2,0,28
60482,Nature: Raising the Dinosaur Giant,8,1129,5520,1967,0,0,10
60490,Nila,7,4546,7260,1966,2,2,68
9968,Revelations,7.7,5853,5400,1919,1,0,73
21577,Servant of the People,7.6,7201,3600,1930,0,0,53
60675,SuperNature: Wild Flyers,7.7,6267,6600,1966,3,1,29
60742,Sustainable,7.9,1037,7200,1966,3,1,16
60748,Tiger,6.9,4330,7680,1966,0,0,57
60872,Tong: Memories,7.2,174,3000,1967,0,0,1
60955,Ugly,http://www.imdb.com/title/tt0060955/,7.7,8375,6360,video.movie,1,49
61065,Vikings Unearthed,7.9,3088,7440,1966,2,0,20
61074,Blue Mountain State: The Rise of Thadland,6.7,931,5520,1966,0,0,23
61081,Hot Bot,5.9,299,4860,1966,0,0,15
61107,It's Now or Never,6.7,15150,7560,1966,0,0,124
61204,Retribution,7.1,2044,6300,1966,0,2,43
61402,Your lie in April,7.1,3180,360,1968,0,0,21
61404,My Only Love Song,5.2,108,5100,1967,0,0,5
61418,Shimmer Lake,7.9,66777,6660,1967,20,22,293
61523,Beneath the Leaves,6,3007,7200,1967,1,0,42
61565,"Berlin, I Love You",4.7,197,5040,1967,0,0,12
61584,Equilibrium,6.2,4940,9120,1967,4,14,36
61587,Alex Strangelove,6.4,1876,5580,1966,0,0,29
61613,Ali's Wedding,7.5,2389,6240,1967,3,4,10
21885,Franco Escamilla: Por la an??cdota,6.7,1243,5580,1931,0,2,32
61735,The Hollow,http://www.imdb.com/title/tt0061735/,7.8,22611,6480,video.movie,8,125
61749,The Staircase,6.9,1055,8460,1967,0,1,34
61847,Hypersomnia,8.3,5790,7680,1967,6,0,31
21986,Belmonte,5.4,116,4200,1931,0,0,5
61882,Elisa & Marcela,7.5,4035,5880,1967,0,0,36
62037,I Am Mother,5.5,718,5640,1967,0,0,31
62082,Luka Chuppi,http://www.imdb.com/title/tt0062082/,6.6,1219,6720,video.movie,0,0
62136,Pachamama,8,9571,6900,1967,1,0,60
62177,Rock My Heart,7.5,363,10260,1967,1,0,4
62380,Stree,6.5,1280,6600,1967,0,0,31
62407,Super Monsters Monster Pets,7.6,6942,6660,1967,4,4,86
62480,Tales of the City,7.3,7660,6300,1967,2,1,96
62512,The Black Godfather,6.9,57507,7020,1967,1,1,247
62543,The Push,7.5,493,3600,1970,0,0,26
62568,B.A. Pass,7.6,2837,3600,1980,2,21,34
62588,YOM,8.4,1410,1800,2001,5,55,39
62645,A Perfect Man,6.3,623,5400,1968,0,0,11
62695,Alles ist gut,7.8,6748,5400,1968,8,1,27
62739,Best Neighbors,6,369,5580,1968,0,0,13
62751,Cabin Fever,5.7,766,6780,1968,0,0,28
62765,Christian Mingle,7.5,37565,6840,1968,9,6,283
62776,Everybody Knows,5.4,1738,6900,1968,0,0,61
62803,Farce,6.9,21604,8640,1968,1,3,146
62886,Freezer's Campaign,6.8,3214,7800,1968,0,0,39
63049,From Japan to Egypt,6.6,3937,5160,1968,0,0,116
63056,Immoral Tales,7.4,4940,6180,1968,0,0,55
63060,"It's Okay, Buddy",6.5,2954,7260,1968,0,0,46
63135,Ms. Mammy,4.9,1313,5760,1968,0,0,33
63219,Sameer Abu Alneel,6,708,7800,1968,0,0,22
63293,Step Outside,7.3,1975,6600,1968,0,0,26
63350,The Republic of Imbaba,8,70240,5760,1968,1,0,563
63404,The Thief and the Imbecile,7.9,2139,9420,1968,0,0,13
63443,A Silent Voice,6.8,1710,7080,1969,0,0,29
22111,Dolphin Kick,7.5,1852,4800,1931,0,0,33
63522,Dr. Seuss' The Grinch,8,111543,8160,1968,11,9,398
63568,Jiro Dreams of Sushi,6.6,495,5700,1968,0,0,10
63571,Would You Rather,6.5,1048,6300,1968,0,1,30
63612,Thor: Ragnarok,4.9,888,5820,1968,0,0,62
63740,Suite Fran??aise,7,687,5400,1969,0,0,15
63794,The Wishing Tree,7.7,4016,25620,1966,4,2,46
22125,Cosmos Laundromat: First Cycle,7.8,1170,7800,1931,0,0,8
63834,Miranda Sings Liveü??Your Welcome,7.7,524,5220,1967,0,0,7
63929,Silent,9,30326,1800,1974,3,7,72
63950,The Men Who Stare at Goats,http://www.imdb.com/title/tt0063950/,7.9,13948,1800,video.tv,0,3
63951,Bangkok Bachelors,8.3,5547,3600,1969,168,247,74
63970,The Lamb,5.9,1492,6600,1969,0,0,27
64030,Inhuman Kiss,7.6,4260,8700,1969,5,16,64
64110,Night Moves,6.7,5151,6900,1969,0,0,55
22158,Romeo Akbar Walter,7.6,7683,4620,1931,0,0,64
64169,Bill Burr: You People Are All the Same,7.4,3417,6900,1969,0,0,23
64175,Mohawk,5.6,1694,5160,1969,0,0,19
64177,Somewhere Between,7.2,4499,6000,1970,1,1,86
64356,The Maus,8.2,3219,6300,1969,2,1,13
64387,Footprints: The Path of Your Life,7.8,1051,7440,1969,2,0,16
22246,Gypsy,8.1,371,4620,1931,0,0,9
64505,The House on Coco Road,7.4,24736,5940,1969,0,0,140
64541,(T)ERROR,7.7,9856,6600,1969,3,4,74
64638,Palio,6.4,1718,5760,1969,0,0,37
64757,Malibu Rescue: The Series,6.8,44160,8520,1969,0,2,422
64828,Acapulco La vida va,6.9,1473,5940,1969,0,0,14
64860,Headshot,6.6,1992,7920,1968,0,0,17
64866,Three,7.3,2620,7260,1969,2,0,48
64949,Tunnel,5.6,1699,5700,1970,0,0,51
64990,Bo Burnham: Make Happy,7.1,3477,7380,1969,0,0,23
65063,Pierre Jackson,7.3,18645,5100,1969,0,0,79
65079,Super Deluxe,6.4,1649,5880,1969,2,0,29
65134,Calibre,7,12868,6960,1970,1,1,54
22286,Churchillü??s Secret Agents: The New Recruits,7.8,10477,4980,1931,1,0,97
65150,Jani Due?§as: Grandes fracasos de ayer y hoy,6.6,3092,7140,1969,0,0,41
65234,Kiss Me First,8.1,14293,7620,1969,10,10,79
65272,Los 10 a?§os de Peter Capusotto,6.6,1591,3600,1970,177,529,25
65416,Penalty Kick,7.6,717,10140,1969,3,1,7
65417,Recovery Boys,7.9,1120,6900,1970,0,0,9
65421,TAU,7.1,38689,4680,1970,3,1,84
65474,The Forest,4.5,66,5220,1970,0,0,6
65525,Ralphie May: Imperfectly Yours,5.8,1452,5340,1970,0,0,19
22395,20th Century Women,5.9,1739,4620,1931,0,0,29
65531,7SEEDS,8.1,11211,8400,1970,0,0,45
65547,El testigo,6.8,5018,6660,1970,1,0,43
65555,Exhibit A,6.5,1218,6000,1970,0,0,22
65593,Family Business,6.9,2905,8340,1970,1,4,80
65724,La Leyenda del Diamante,7.5,20458,5880,1970,20,11,164
65761,Staged Killer,6.7,5148,6900,1971,0,0,60
65777,Super Bheem,7.6,3530,5640,1970,10,3,32
65797,Tales of the City (1993),http://www.imdb.com/title/tt0065797/,7,1586,6180,video.movie,2,53
65922,The Chosen One,6.1,951,7020,1970,0,0,22
65969,Birthmarked,7.4,1783,7680,1971,0,0,60
65988,Okja,7.7,22508,8340,1970,5,6,100
66011,ANIMA,6.9,19008,5940,1970,12,13,145
66049,Answer for Heaven,http://www.imdb.com/title/tt0066049/,6.9,5469,6840,video.movie,1,17
66065,Daniel Sosa: Maleducado,7.1,2121,6600,1969,0,0,22
66070,Skydancers,7.9,2004,13440,1972,5,0,12
66167,Chris D'Elia: Man on Fire,6.8,264,5940,1970,0,0,7
22599,Hikaru Utada Laughter in the Dark Tour 2018,7.7,2578,6240,1931,3,0,31
66279,Kahaani,7.4,2254,6540,1970,0,1,32
66301,Spider-Man: Into the Spider-Verse,6.8,5403,6840,1970,0,0,50
66319,The Golem,7.5,5068,12360,1970,9,19,92
66450,Unbroken,6,1794,6480,1970,0,0,18
66491,Hotel Transylvania,7.6,5390,5700,1970,9,2,22
66534,Star Wars: Episode VIII: The Last Jedi,7.7,3961,6060,1969,1,1,23
66561,W. Kamau Bell: Private School Negro,5.2,1264,6000,1970,0,0,51
22787,I Am Michael,7.7,555,6600,1932,0,0,13
66735,Neruda,6.8,3392,6240,1971,0,0,45
66740,"What Happened, Miss Simone?",7.2,8176,5640,1971,1,0,108
66745,Mike Epps: Only One Mike,6,992,6240,1970,0,0,25
66808,Recall,7.1,22384,4920,1971,0,0,88
66819,Tottaa Pataaka Item Maal,7.2,7504,6300,1971,0,0,65
66858,Borges,8,1901,8220,1971,4,3,40
66995,Expelled from Paradise,6.7,57495,7200,1971,1,2,252
67093,Kaabil,8,24615,10860,1971,6,13,139
67116,"To Each, Her Own",7.8,62603,6240,1971,18,8,257
67224,Bruno and Boots: Go Jump in the Pool,6.4,1311,6660,1971,0,0,47
22958,Bruno and Boots: This Can't Be Happening at Macdonald Hall,7.7,10316,6720,1932,1,0,97
67333,Justin Time GO!,7,2132,5940,1971,0,0,59
67388,Sof??a Ni?§o de Rivera: Exposed,6.9,1112,6240,1971,0,0,35
67402,The Fundamentals of Caring,http://www.imdb.com/title/tt0067402/,7.6,2498,7680,video.movie,2,0
67421,The Long Goodbye: The Kara Tippetts Story,7.5,281,9840,1971,0,0,7
67483,Hungerford,7.3,2682,10980,1971,1,11,49
10418,Life Sentence,8.1,1177,6960,1919,0,0,13
23026,Tarzan,7.4,162,1200,1932,0,0,4
67500,The Darkest Dawn,6.2,3381,6060,1972,0,0,84
67546,Yoko,7.5,864,7560,1972,1,0,20
67588,Yoko and His Friends,7,15281,6120,1971,0,0,132
67656,American Anarchist,6.8,4481,5040,1971,1,0,86
67672,Nobody Speak: Trials of the Free Press,5.7,927,6480,1971,0,0,22
67741,Tarzan 2,6.6,10321,6000,1971,4,4,71
67804,You Get Me,6.1,114,5280,1971,0,0,6
23027,Advantageous,7.7,7819,4080,1932,0,0,84
67824,Salem: His Sister's Father,7.1,14113,6000,1971,0,0,68
